objectid,title,creator,date,date-is-approximate?,Medium,description,identifier,dimensions,artist bio,artist quote,subject,location,latitude,longitude,source,type,language,rights,rightsstatement,display_template,object_location,image_alt_text,object_transcript,credit_line,Nationality,Period,parentid
acm_156,Pretty Eyes,Bro. Shambé Jones,2025,FALSE,baby onesie and acrylic paint,"Baby onesie transformed into an artwork with a painted portrait of a young child, a purple flower at the hair, and an attached rose below.",ACM.2025.002,17 x 20.75 in.,"Shambé Jones was born in the Midwest region. Champaign-Urbana Illinois where he started his creative journey at the age of 5. He grew up in a family full of artists, musicians, seamstresses, carpenters, photographers, farmers etc. There were also family friends who influenced his growth as an artist. He has always been inspired by music and nature and uses both of these muses to guide his process of creating. Visual art was the way in which he expressed not only how he interpreted the world, but it allowed him to vision the world the way he wanted to see it. 
  
 

  By the time he reached high school, he began entering illustration contests and the arts is how he spent much of his time. Working to perfect his skills and find which platform would be his focus, he attended Jackson State University, where he earned a B.A. in Fine Arts. 
  
 

  During his matriculation, he participated in the Jackson State University study abroad program in Côte D’Ivorie, Africa, where he spent the summer studying various forms of craftwork like sculpting, ceramics, brass casting, batik dying among other crafts. By way of Drew University this experience tremendously influenced his creativity and kinship to pyrography. He taught himself this art form in the year 2000 after being drawn to the handcraft skills he learned from the people of Coté D’Ivorie and natural elements (wood) that could be turned into art while being easily accessible. While pyrography is the visual art form that he is most drawn to, he continues to further his skills in painting, sculpture, ceramics, and mixed media. 
  
  His process of creating work depends on what medium he’s using. It usually starts with ideas that are formed in his mind. Once there is a blueprint of what's to be done, additional study, planning and or research is next to guide and influence the work. The next step is to gather all material that is needed to create the piece visualized. After gathering the materials his next process is to prepare the surface to be burned, painted, drawn on or created with. This could be anything from sanding, priming, or putting a basic sketch on a canvas or paper. During this process he gets his atmosphere together so that he has a good positive environment to work in, which usually involves nice music and incense.",,Exhibition 2025;baby onesie and acrylic paint;Children;Portraits;Clothing;Flowers;Assemblage,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_156.png,,"Artist Bio:
  Shambé Jones was born in the Midwest region. Champaign-Urbana Illinois where he started his creative journey at the age of 5. He grew up in a family full of artists, musicians, seamstresses, carpenters, photographers, farmers etc. There were also family friends who influenced his growth as an artist. He has always been inspired by music and nature and uses both of these muses to guide his process of creating. Visual art was the way in which he expressed not only how he interpreted the world, but it allowed him to vision the world the way he wanted to see it. 
  
  
 

  By the time he reached high school, he began entering illustration contests and the arts is how he spent much of his time. Working to perfect his skills and find which platform would be his focus, he attended Jackson State University, where he earned a B.A. in Fine Arts. 
  
  
 

  During his matriculation, he participated in the Jackson State University study abroad program in Côte D’Ivorie, Africa, where he spent the summer studying various forms of craftwork like sculpting, ceramics, brass casting, batik dying among other crafts. By way of Drew University this experience tremendously influenced his creativity and kinship to pyrography. He taught himself this art form in the year 2000 after being drawn to the handcraft skills he learned from the people of Coté D’Ivorie and natural elements (wood) that could be turned into art while being easily accessible. While pyrography is the visual art form that he is most drawn to, he continues to further his skills in painting, sculpture, ceramics, and mixed media. 
  
  His process of creating work depends on what medium he’s using. It usually starts with ideas that are formed in his mind. Once there is a blueprint of what's to be done, additional study, planning and or research is next to guide and influence the work. The next step is to gather all material that is needed to create the piece visualized. After gathering the materials his next process is to prepare the surface to be burned, painted, drawn on or created with. This could be anything from sanding, priming, or putting a basic sketch on a canvas or paper. During this process he gets his atmosphere together so that he has a good positive environment to work in, which usually involves nice music and incense.
  
  
 

  Exhibition Text:
  As an artist, Shambé creates art because he sees art as life. He feel that everything has a
  design and purpose. He also creates art based on history that he has studied, nature, and
  some of the materials that are used. His aim is to tap into the viewers subconscious and bring
  forth healing visually.
  He work in a variety of mediums but mostly in pyrography which is the burning of an image
  onto a surface ( mostly wood and sometimes leather) with a hot metal tip. Many times he has
  ideas that he wants to do , but he also lets the markings in the wood guide him in what image
  he’s going to create. For Shambé , every mark is intentional. Wood selection is also important to
  him. To help the environment he often use recycled materials donated from other artists and
  craftspeople. With this medium one of his biggest challenges is adding color to the wood without
  taking away from the sight of the wood grain itself. He doesn't want it to look like it has been
  painted. He overcame this problem by using wood stains.
  While using wood stain another problem occurred. He had to figure out a way to keep the
  stain from running and going into places where it’s not wanted. Painters tape works but he has
  trained himself to have more control of the stain along with a steady hand",City of Jackson Permanent Collection,,,
acm_157,Light of the Soul,George Sky Miles,,,edited photography,"Edited photograph of a solitary seated figure in a grassy field beneath dense trees, enveloped by soft, hazy light.",ACM.2022.093,17.5 x 14 in.,"Art has been a part of George Miles Jr.’s life since he was in third grade. The artist, who creates art as Sky Miles, works in mediums such as photography, ceramics, watercolors, mixed media and more.
  
 

  “I got into (art) because of my community and my parents,” Miles says. “It was an artist who came in and did a workshop and gave us guidelines, and the teacher was amazed at the project I did based on the tips, so I got the spark early on.”
  
 

  Miles, a Starkville, Miss., native, received his associate’s degree in photojournalism from Hinds Community College in 2000, and went on to attend Jackson State University, where he graduated with a bachelor’s degree in liberal arts in 2002.“I formed a group of artists (that included ones such as Tony Davenport and Josh Hailey), and we started doing shows around the city. That’s when things started to take off; it became like a movement,” he says.Miles has worked for Ask For More Arts, which is a program of Ask For More Jackson (formerly known as Parents for Public Schools of Jackson) for the past seven years and has been its art director for three. The group’s goal is to build a creative foundation for students by incorporating art into the classrooms. He works with all students, from elementary to high school","Multiple piece - smallery framed photograph. Larger empty frame, and table with jars and items. Needs further documentation.",Exhibition 2025;edited photography;Photography;Figures;Trees;Fields;Solitude,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_157.png,Light of the Soul by George Sky Miles,"Artist Bio:
  Art has been a part of George Miles Jr.’s life since he was in third grade. The artist, who creates art as Sky Miles, works in mediums such as photography, ceramics, watercolors, mixed media and more.
  
  
 

  “I got into (art) because of my community and my parents,” Miles says. “It was an artist who came in and did a workshop and gave us guidelines, and the teacher was amazed at the project I did based on the tips, so I got the spark early on.”
  
  
 

  Miles, a Starkville, Miss., native, received his associate’s degree in photojournalism from Hinds Community College in 2000, and went on to attend Jackson State University, where he graduated with a bachelor’s degree in liberal arts in 2002.“I formed a group of artists (that included ones such as Tony Davenport and Josh Hailey), and we started doing shows around the city. That’s when things started to take off; it became like a movement,” he says.Miles has worked for Ask For More Arts, which is a program of Ask For More Jackson (formerly known as Parents for Public Schools of Jackson) for the past seven years and has been its art director for three. The group’s goal is to build a creative foundation for students by incorporating art into the classrooms. He works with all students, from elementary to high school",City of Jackson Permanent Collection,,,
acm_158,Memory's Garden,Greta Koshenina,2023,FALSE,cyanotype digital collage and photogram on archival paper,Two-part cyanotype composition combining botanical silhouettes and garden imagery with a backyard or domestic outdoor scene.,ACM.2023.008,15.25 x 21.5 in.,"Greta Koshenina is a multidisciplinary artist, documentarian, and curator from Water Valley, Mississippi. Koshenina earned a BA in Classics, an MA in Southern Studies, and an MFA in Documentary Expression from the University of Mississippi. Now based in Cleveland, MS, Koshenina is an adjunct professor at Delta State University. Along with Ben Powell and Graham Hamaker, Greta runs ALLUVIAL, a production company dedicated to telling Mississippi stories. Koshenina has received a Mississippi Arts Commission (MAC) Individual Project Grant, a MAC Mini-Grant, and Southern Studies' Sue Hart Award and Lucille and Motee Daniels Award. In July 2025, she showed her work in a solo exhibition at the Arts Center of Mississippi in Jackson, MS. Koshenina’s recent group exhibitions include ‘Heirloom’ at Dogwater Gallery, New Orleans, LA; ‘One Night Stand Motel Art Show,’ Oxford, MS; and ‘Miniatures’ at Bozarts Gallery, Water Valley, MS.","This artwork was one of the first pieces I created in the series that became ""Warping Southern Myths,"" which I exhibited at the Arts Center. The digital collage combines photos of me as a child with a contemporary photograph of my friend Macon's backyard, located across the street from my parents' house, where I grew up, in Water Valley. As I ran across the street to hang out with him and my boyfriend, I reflected on the symbolism of remaining in the same place through different stages of life and the importance of play and joy. The top print includes photograms of flowers from my mom's garden and Macon's yard.
  
 

  I'm deeply inspired by place, and when I created this piece, I was meditating on the meaning of home and how it shifts over time. I have called many places home over the years, but Water Valley's streets and woods hold childhood memories that are at once vivid and surreal like mythological tales. I look at the images of myself from years past, and I feel a tenderness for my younger self. This piece was inspired by a dream I had years ago, where I met my 5-year-old self in a field of wildflowers. This was a healing and transformative experience and dream, and since then, I have felt that version of Little Greta at peace.",Exhibition 2025;cyanotype digital collage and photogram on archival paper;Cyanotypes;Photograms;Plants;Gardens;Domestic spaces,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_158.png,,"Artist Bio:
  Greta Koshenina is a multidisciplinary artist, documentarian, and curator from Water Valley, Mississippi. Koshenina earned a BA in Classics, an MA in Southern Studies, and an MFA in Documentary Expression from the University of Mississippi. Now based in Cleveland, MS, Koshenina is an adjunct professor at Delta State University. Along with Ben Powell and Graham Hamaker, Greta runs ALLUVIAL, a production company dedicated to telling Mississippi stories. Koshenina has received a Mississippi Arts Commission (MAC) Individual Project Grant, a MAC Mini-Grant, and Southern Studies' Sue Hart Award and Lucille and Motee Daniels Award. In July 2025, she showed her work in a solo exhibition at the Arts Center of Mississippi in Jackson, MS. Koshenina’s recent group exhibitions include ‘Heirloom’ at Dogwater Gallery, New Orleans, LA; ‘One Night Stand Motel Art Show,’ Oxford, MS; and ‘Miniatures’ at Bozarts Gallery, Water Valley, MS.
  
  
 

  Social / Website:
  www.gretakoshenina.com
  
  
 

  insta: gretakoshenina
  
  
 

  Exhibition Text:
  Details fade upon waking from a dream; the mind forgets years of existence. As a multimedia installation artist, my work holds a moment and strips away the details, reminding us that what may seem concrete and captured is liminal and ephemeral. I combine cyanotype, film, and poetry in my installations, creating an immersive experience that guides the audience through a meditation on the soft underbelly of family mythology.
  
  
 

  I stitch together cyanotypes printed on antique linens and archival paper to form cyanotype collages. My clumsy red stitches stand out, symbolizing the loss of a traditional, generational craft in my family.
  
  
 

  My work explores the connection between spirit and the subconscious, as well as the personal and the universal. My art represents a journey to understand religion and spirituality from my perspective rather than a rigid viewpoint. I remain in Mississippi and retrace my past. I weave my narrative with collective symbolism: dream iconography, Madonna motifs, plant materials, and family photographs. My artistic practice is rooted in rituals that deepen my connections with family, friends, and community. As an archaeologist of memories and dreams, I examine culture and my family’s story through a spiritual lens.",City of Jackson Permanent Collection,,,
acm_159,In Spite of My Devotion,H.I. Green,2024,FALSE,acrylic paint and dirt from MS on wood panel,Standing figure seen from behind facing a luminous field of swirling green and yellow forms above a dark blue ground.,ACM.2024.003,36 x 72 in.,"H. I. Green (1999) is a multidisciplinary artist from Madison, Mississippi. They obtained a bachelor of arts at Millsaps College in 2021 and have recently completed Mount Royal school of Art Multidisciplinary Program at the 
  Maryland Institute College of the Arts (MICA) in Baltimore, MD, earning their MFA.
  
 

  Having started as a painter, using mostly acrylic paint and oil pastels, Green has 
  expanded their practice through a multitude of medioms including printmaking, 
  bookmaking, fiber, wood, and sculptural forms. Throughout their time in grad school Green explored themes of familial origins, displaced longing, and systematically aroused confusion, and the antics of being raised in the black religious south.","Because it was one of the first works made in this exhibition and my graduate thesis body of work.
  
 

  This work was created in response to thinking of the familiar land in which my parents have grown up on, and the land where my paternal grandmothers house used to be. Well, also, considering my southern Baptist upbringing in the way it's influence haunts my being and actions today. The rapture like visuals give old to not only the effects of religious fears, but the ever existence of change and transitions.",Exhibition 2025;acrylic paint and dirt from MS on wood panel;Figures;Abstract art;Light;Spirituality,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_159.png,,"Artist Bio:
  H. I. Green (1999) is a multidisciplinary artist from Madison, Mississippi. They obtained a bachelor of arts at Millsaps College in 2021 and have recently completed Mount Royal school of Art Multidisciplinary Program at the 
  Maryland Institute College of the Arts (MICA) in Baltimore, MD, earning their MFA.
  
  
 

  Having started as a painter, using mostly acrylic paint and oil pastels, Green has 
  expanded their practice through a multitude of medioms including printmaking, 
  bookmaking, fiber, wood, and sculptural forms. Throughout their time in grad school Green explored themes of familial origins, displaced longing, and systematically aroused confusion, and the antics of being raised in the black religious south.
  
  
 

  Social / Website:
  insta: h.i.green_
  
  
 

  Exhibition Text:
  Drawn to the religious and spiritual patterns of the past, H.I. Green uses these motifs to to understand those of the potential patterns of the future as a tool to understand themself and those around them more deeply. In their cyanotype work they recall memories of their own and call on the memories and experiences of their parents, grandparents, and ancestral family. The negative collages for the cyanotype exposures are made using personal imagery from family archives, and then layered with symbolism found in contemporary imagery–both candid and staged–to create exaggerated scenes of traditions and to document the transitions from past to present, looking to the future. Through the use of cyanotype, familial archives, and animated media the artist reflects on the lives, spaces, and places that have surrounded them and others throughout their life in Mississippi. Americana themes perpetuate Green’s work, both in imagery and color choices. This deep connection with Mississippi and its complicated history within our country drives the artist’s exploration of the Black, southern religious aesthetics and rituals that have begged to be expressed through their artistic mind.",City of Jackson Permanent Collection,,,
acm_160,Character Formation,Joe,2025,FALSE,Acrylic on watercolor canvas,Abstract composition of energetic dark blue calligraphic and graffiti-like marks layered across a pale background.,ACM.2025.003,31 x 41.25 in.,"Joe Smiley (born September 10, 1988 in Mobile, AL)) is an artist based in Jackson, MS,
  specializing in contemporary drawing. Working primarily on paper with ink and acrylic
  paint markers, Smiley is best known for a distinctive calligraphic visual language
  composed of abstract symbols, shapes, and characters reminiscent of ancient writing.
  Exploring the magic and mystery of esoteric symbols and texts, Smiley investigates
  their ability to convey ideas and emotions through their graphic nature alone. Characterized by intricate compositions and rhythmic patterns, the work reflects a deep engagement with the expressive potential of abstract mark-making. Through various projects and series, Smiley bridges the gap between language and visual art, evoking a sense of universality and timelessness.","""I thought it was one of the strongest pieces from my solo exhibition, ""Twilight of the Heenka-Bo"", and a good showcase of my spontaneous approach to artmaking. This piece draws on my keen interest language, handwriting, ancient history, and automatism in art.""",Exhibition 2025;Acrylic on watercolor canvas;Abstract art;Calligraphy;Graffiti;Line,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_160.png,,"Artist Bio:
  Joe Smiley (born September 10, 1988 in Mobile, AL)) is an artist based in Jackson, MS,
  specializing in contemporary drawing. Working primarily on paper with ink and acrylic
  paint markers, Smiley is best known for a distinctive calligraphic visual language
  composed of abstract symbols, shapes, and characters reminiscent of ancient writing.
  Exploring the magic and mystery of esoteric symbols and texts, Smiley investigates
  their ability to convey ideas and emotions through their graphic nature alone. Characterized by intricate compositions and rhythmic patterns, the work reflects a deep engagement with the expressive potential of abstract mark-making. Through various projects and series, Smiley bridges the gap between language and visual art, evoking a sense of universality and timelessness.
  
  
 

  Social / Website:
  Instagram: zonderbar
  
  
 

  Exhibition Text:
  Sacred Writings from an Unknown Era is the debut exhibition of writer and artist, Joe Smiley. This exhibition marks the nearly five year anniversary since the Covid-19 pandemic uprooted so many lives and started Joe’s journey with his visual arts career. In this exhibition Joe explores the graphic nature of language and writing through an imagined codex of symbols and alphabet-esque shapes that bring to mind ancient and forgotten languages. These abstract paintings on paper evoke a sense of age as they reference early cave drawings and hieroglyphic calligraphy while still feeling familiar to a modern audience with their bright colors and expressive brush strokes. Inspired not only by ancient languages, but also by more contemporary references such as 90s cartoons and Kieth Haring, Joe hopes to bring the viewer on a journey through time as you view this series of paintings.",City of Jackson Permanent Collection,,,
acm_161,Sam Cooke,Kira Cummings,2025,FALSE,"pyrography pens, pencil, charcoal, on wood panel","Detailed wood-burned portrait of singer Sam Cooke in a suit and tie, shown from the shoulders up.",ACM.2025.004,10 x 10 in.,"Kira Cummings is a multi-medium artist adept in an array of disciplines; painting, pyrography, photography, videography, graphic design, and animation. A Fine Art graduate of Jackson State University with a Minor in Graphic Design, Cummings holds a membership in the Craftsmen’s Guild of Mississippi for pyrography and the Louisiana Crafts Guild . Cummings is the Creative Director for The Works where she creates video and animation for musicians, interview programs, and corporate promotions as well as producing live events.","I chose to donate this piece because it was one of the standout works in the exhibition, and since many people are familiar with Sam Cooke, I felt it would resonate widely","Exhibition 2025;pyrography pens, pencil, charcoal, on wood panel;Portraits;Sam Cooke;Singers;Musicians;Pyrography",,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_161.png,,"Artist Bio:
  Kira Cummings is a multi-medium artist adept in an array of disciplines; painting, pyrography, photography, videography, graphic design, and animation. A Fine Art graduate of Jackson State University with a Minor in Graphic Design, Cummings holds a membership in the Craftsmen’s Guild of Mississippi for pyrography and the Louisiana Crafts Guild . Cummings is the Creative Director for The Works where she creates video and animation for musicians, interview programs, and corporate promotions as well as producing live events.
  
  
 

  Social / Website:
  kiracummingsstudio.com
  
  
 

  insta: kiracummings_studio
  
  
 

  facebook: KiraCummingsStudio
  
  
 

  Exhibition Text:
  Inspired by the remarkable talent that has influenced Mississippi’s history and culture, artist Kira Cummings highlights the accomplishments and contributions of notable Mississippians in Mississippi Icons. Using pyrography, Cummings carefully details the portraits of nineteen individuals who have either grown up or made an impact on the history of our state. 
  
  
 

  “My work explores the intersection of history, fame, and craftsmanship through the medium of woodburning. By creating portraits of famous individuals, I aim to capture not only their likeness but also the deeper essence of their public 
  personas—immortalizing their impact in a way that is both tactile and timeless.
  
  
 

  Woodburning, or pyrography, allows me to engage with the subject in a deliberate and thoughtful process. The slow, methodical application of heat to wood contrasts with the often fleeting nature of celebrity, grounding these figures in a raw, organic material that evokes permanence. The grain of the wood interacts with each stroke of heat, adding a unique texture that mirrors the complexity of the human experience, suggesting that behind the polished images of fame are nuanced, multifaceted lives.
  
  
 

  By rendering these figures in wood, I invite the viewer to reflect on the enduring influence of cultural icons, while also questioning the nature of fame itself. What do we preserve? What is lost? Through these portraits, I aim to offer a moment of stillness, where the viewer can engage not just with the surface of celebrity, but with the lasting impact of those who shape our collective imagination.” - Kira Cummings",City of Jackson Permanent Collection,,,
acm_162,Library Series: Welty,Kristen Clark,2025,FALSE,Ink drawing,"Ink portrait of writer Eudora Welty seated at a desk or table, resting her head on one hand.",ACM.2025.005,9 x 11 in.,"Kristen Brandt is a self-taught portraitist and embroidery artist living in the Jackson-Metro area. She began her artistic practice with ink-drawn portraits, exploring techniques for achieving value that developed into a more illustrative than photorealistic style. After the passing of her maternal grandmother, Kristen inherited her grandmother’s sewing tools and materials, which prompted her to go entirely in a new direction. While she had learned the basics of embroidery from her paternal grandmother in her youth, she had not applied the skills in many years. Armed with supplies, instruction, and encouragement from these two important women, Kristen began creating hand embroidered patches with designs heavily inspired by animation from films, anime, and video games. Each patch provided an opportunity to learn a new technique or stitch.
  
 

  She became more confident with a needle in hand and returned to the inked portraits, deciding to re-create them using fabric and thread. The different pieces of fabric are joined together into a single figure and stitched to quilted backgrounds, representing the culmination of a multi-year journey of learning two completely different skills that intertwine seamlessly.
  
 

  The exhibition’s name, Held Together by Thread, challenges the phrase “holding on by a thread,” indicating that something is precariously positioned due to the frailty of thread as a medium. This exhibition explores the ways in which people are connected to each other through common interests and personal experiences, reinforcing those connections using a medium that shows stitching with even a single strand can forge ironclad bonds. Through engaging with this creative process, she formed a deeper appreciation for each of her grandmothers who led her to this medium and forged meaningful connections with other artists represented in this collection.
  
 

  Kristen completed a Masters in Folk Studies at Western Kentucky University in 2016 before starting a job at the Mississippi Arts Commission where she is now the Arts Industry Director. “Held Together by Thread” is the first exhibition of her work.",This was created as part of a series of Author portraits.,Exhibition 2025;Ink drawing;Portraits;Eudora Welty;Writers;Women;Drawing,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_162.png,,"Artist Bio:
  Kristen Brandt is a self-taught portraitist and embroidery artist living in the Jackson-Metro area. She began her artistic practice with ink-drawn portraits, exploring techniques for achieving value that developed into a more illustrative than photorealistic style. After the passing of her maternal grandmother, Kristen inherited her grandmother’s sewing tools and materials, which prompted her to go entirely in a new direction. While she had learned the basics of embroidery from her paternal grandmother in her youth, she had not applied the skills in many years. Armed with supplies, instruction, and encouragement from these two important women, Kristen began creating hand embroidered patches with designs heavily inspired by animation from films, anime, and video games. Each patch provided an opportunity to learn a new technique or stitch.
  
  
 

  She became more confident with a needle in hand and returned to the inked portraits, deciding to re-create them using fabric and thread. The different pieces of fabric are joined together into a single figure and stitched to quilted backgrounds, representing the culmination of a multi-year journey of learning two completely different skills that intertwine seamlessly.
  
  
 

  The exhibition’s name, Held Together by Thread, challenges the phrase “holding on by a thread,” indicating that something is precariously positioned due to the frailty of thread as a medium. This exhibition explores the ways in which people are connected to each other through common interests and personal experiences, reinforcing those connections using a medium that shows stitching with even a single strand can forge ironclad bonds. Through engaging with this creative process, she formed a deeper appreciation for each of her grandmothers who led her to this medium and forged meaningful connections with other artists represented in this collection.
  
  
 

  Kristen completed a Masters in Folk Studies at Western Kentucky University in 2016 before starting a job at the Mississippi Arts Commission where she is now the Arts Industry Director. “Held Together by Thread” is the first exhibition of her work.
  
  
 

  Social / Website:
  insta: @everydaypsyche",City of Jackson Permanent Collection,,,
acm_163,Nebulous,Lucia Duque,2021,FALSE,Acrylic on canvas,"Atmospheric abstract composition of pale pink, cream, gray, and green washes with dark, vehicle-like forms near the lower edge and vertical drips.",ACM.2021.001,18 x 24 in.,"Born in 1984 in Colombia, Lucia Duque is a Spanish artist currently based in Clinton, Mississippi. 
  At the age of four, her family moved to Spain, fleeing the violence that affected Colombia in the 1980s. Her artistic style is a fusion of Latin American and European influences, blending vibrant colors, expressive forms, and deep symbolism.
  She specialized in mural painting at La Palma School of Art in Madrid and completed her studies at the Sevilla School of Art. Throughout her career, she has explored various techniques, focusing on acrylic and watercolor to adapt her approach to different themes. Migration, identity, and human resilience are central to her work, allowing her to tell both personal and collective stories through art. With decades of experience in painting, teaching, and community engagement, Lucia is passionate about collaborative art. She has led large-scale murals with the NGO Haciendo Barrio in Malasaña, Madrid, encouraging community participation through public art. Additionally, she has taught painting in schools, after-school programs, and workshops for underprivileged children, believing in the power of art as a tool for education and empowerment.Her paintings have been exhibited in Spain and the U.S, including solo exhibitions from her Saastah collection at the Osuna Museum in Seville, the Diputación de Málaga, and Espacio Pozas in Madrid, Exhibition “Making Neighborhood” at Conde Duque Center, Madrid Spain, as well as in California, Indianapolis and Pacesetter Gallery in MS. Her work ""Leap of faith"" Was exhibited in 2021 at the Art Party in the Mississippi Museum of art. Her most recent mural, located at 201 Clinton Boulevard, MS.
  Beyond her personal practice, she has coordinated cultural initiatives such as Welcome Donostia in San Sebastián, Spain, along with various art events and community projects. Through her work, she continues to explore universal themes, using art to bridge cultures, foster dialogue, and inspire meaningful connections.",,Exhibition 2025;Acrylic on canvas;Abstract art;Color;Drips;Atmospheric effects,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_163.png,,"Artist Bio:
  Born in 1984 in Colombia, Lucia Duque is a Spanish artist currently based in Clinton, Mississippi. 
  At the age of four, her family moved to Spain, fleeing the violence that affected Colombia in the 1980s. Her artistic style is a fusion of Latin American and European influences, blending vibrant colors, expressive forms, and deep symbolism.
  She specialized in mural painting at La Palma School of Art in Madrid and completed her studies at the Sevilla School of Art. Throughout her career, she has explored various techniques, focusing on acrylic and watercolor to adapt her approach to different themes. Migration, identity, and human resilience are central to her work, allowing her to tell both personal and collective stories through art. With decades of experience in painting, teaching, and community engagement, Lucia is passionate about collaborative art. She has led large-scale murals with the NGO Haciendo Barrio in Malasaña, Madrid, encouraging community participation through public art. Additionally, she has taught painting in schools, after-school programs, and workshops for underprivileged children, believing in the power of art as a tool for education and empowerment.Her paintings have been exhibited in Spain and the U.S, including solo exhibitions from her Saastah collection at the Osuna Museum in Seville, the Diputación de Málaga, and Espacio Pozas in Madrid, Exhibition “Making Neighborhood” at Conde Duque Center, Madrid Spain, as well as in California, Indianapolis and Pacesetter Gallery in MS. Her work ""Leap of faith"" Was exhibited in 2021 at the Art Party in the Mississippi Museum of art. Her most recent mural, located at 201 Clinton Boulevard, MS.
  Beyond her personal practice, she has coordinated cultural initiatives such as Welcome Donostia in San Sebastián, Spain, along with various art events and community projects. Through her work, she continues to explore universal themes, using art to bridge cultures, foster dialogue, and inspire meaningful connections.
  
  
 

  Social / Website:
  Insta: luciaduqueart
  
  
 

  Website: luciaduque.com",City of Jackson Permanent Collection,,,
acm_164,Sera & Phina,Michael Montgomery,2025,FALSE,translucent woven sculpture and cellophane on a wood fram,"Suspended translucent sculpture composed of interwoven red, yellow, blue, and iridescent strips hanging from a rectangular frame.",ACM.2025.006,,,,Exhibition 2025;translucent woven sculpture and cellophane on a wood fram;Sculpture;Textiles;Weaving;Transparency;Installation art,,,,Arts Center of Mississippi,artwork,English,,,record,/objects/acm_164.png,,,City of Jackson Permanent Collection,,,
acm_165,Progenation,Nate Thiesen,2025,FALSE,"Plexiglass, LED spotlight","Illuminated spherical sculpture built from many stacked or layered translucent white elements, glowing from a light source below.",ACM.2025.007,,"Nate Theisen is a sculptor, painter, and co-Chair of Art at Belhaven University, where he has been since 2002. He received a M.F.A. in painting and sculpture from Wichita State University and a B.F.A. in painting from the University of South Dakota. He served briefly as an apprentice for Anatol Herzfeld in Neuss County, Germany.
  His works have been featured in numerous exhibits across the South and Midwest including the Mississippi Invitational. He has received many awards including two Artist Fellowship grants from the Mississippi Arts Commission, and several best of shows and first place awards.
  Nate Theisen is a sculptor, painter, and co-Chair of Art at Belhaven University, where he has been since 2002. He received a M.F.A. in painting and sculpture from Wichita State University and a B.F.A. in painting from the University of South Dakota. He served briefly as an apprentice for Anatol Herzfeld in Neuss County, Germany.
  His works have been featured in numerous exhibits across the South and Midwest including the Mississippi Invitational. He has received many awards including two Artist Fellowship grants from the Mississippi Arts Commission, and several best of shows and first place awards.","This piece was made using laser cut and engraved acrylic. 
  
 

  Least Delicate, least specific requirements for set up. Has its own light, so can be displayed anywhere","Exhibition 2025;Plexiglass, LED spotlight;Sculpture;Spheres;Light;Plexiglass;Illumination",,,,Arts Center of Mississippi,artwork,English,,,record,,,"Artist Bio:
  Nate Theisen is a sculptor, painter, and co-Chair of Art at Belhaven University, where he has been since 2002. He received a M.F.A. in painting and sculpture from Wichita State University and a B.F.A. in painting from the University of South Dakota. He served briefly as an apprentice for Anatol Herzfeld in Neuss County, Germany.
  His works have been featured in numerous exhibits across the South and Midwest including the Mississippi Invitational. He has received many awards including two Artist Fellowship grants from the Mississippi Arts Commission, and several best of shows and first place awards.
  Nate Theisen is a sculptor, painter, and co-Chair of Art at Belhaven University, where he has been since 2002. He received a M.F.A. in painting and sculpture from Wichita State University and a B.F.A. in painting from the University of South Dakota. He served briefly as an apprentice for Anatol Herzfeld in Neuss County, Germany.
  His works have been featured in numerous exhibits across the South and Midwest including the Mississippi Invitational. He has received many awards including two Artist Fellowship grants from the Mississippi Arts Commission, and several best of shows and first place awards.
  
  
 

  Social / Website:
  https://ntheisen.myportfolio.com/ 
  
  
 

  https://www.instagram.com/natetheisenart/
  
  
 

  Exhibition Text:
  Pale: Seem less impressive or important. Deficient in color or intensity of color.
  
  Ontology: The branch of philosophy that investigates the nature of existence.
  
  The work in this series suggests living forms while verging on abstraction. The life depicted is delicate: the forms move, increase in mass, and threaten non-existence relative to the spectator.
  
  The systematic and quasi-scientific construction and display methods used in this series are an attempt to recapture the wonder I had as a child visiting natural science museums. The skeletons and fossils on display suggested various aspects and actions of once living things. This prompted me to fill in the blanks of their existence with my limited understanding of the world. The voids and trace elements were active zones filled with muscle, sinew and skin. The poses and traces of movement recorded their intelligence and behavior.
  
  I like the idea of memory blending with myth and using research that incorporates speculation. The imaginative reconstruction of beings hopefully can serve as a metaphor for how we generate our own sense of being. 
  – Nate Theisen",City of Jackson Permanent Collection,,,
